Country,Indicator,Region,Subregion,Year,Percentage
Holy See,Sharp Objects rate,Europe,Southern Europe,2013,0
Italy,Sharp Objects rate,Europe,Southern Europe,2013,0.2
Malta,Sharp Objects rate,Europe,Southern Europe,2013,0.2
Montenegro,Sharp Objects rate,Europe,Southern Europe,2013,0.4
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2013,0.2
Serbia,Sharp Objects rate,Europe,Southern Europe,2013,0.2
Slovenia,Sharp Objects rate,Europe,Southern Europe,2013,0.4
Spain,Sharp Objects rate,Europe,Southern Europe,2013,0.2
Albania,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Bosnia and Herzegovina,Unknown Mechanism rate,Europe,Southern Europe,2013,0.1
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Holy See,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,2013,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Montenegro,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2013,0.9
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2013,0.1
Spain,Unknown Mechanism rate,Europe,Southern Europe,2013,0
Austria,Firearms rate,Europe,Western Europe,2013,0.3
Belgium,Firearms rate,Europe,Western Europe,2013,0.3
France,Firearms rate,Europe,Western Europe,2013,0.4
Germany,Firearms rate,Europe,Western Europe,2013,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2013,0
Netherlands,Firearms rate,Europe,Western Europe,2013,0.2
Switzerland,Firearms rate,Europe,Western Europe,2013,0.2
Austria,Other Mechanism rate,Europe,Western Europe,2013,0.1
Belgium,Other Mechanism rate,Europe,Western Europe,2013,0.7
France,Other Mechanism rate,Europe,Western Europe,2013,0.3
Germany,Other Mechanism rate,Europe,Western Europe,2013,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2013,0
Netherlands,Other Mechanism rate,Europe,Western Europe,2013,0.3
Switzerland,Other Mechanism rate,Europe,Western Europe,2013,0.3
Austria,Sharp Objects rate,Europe,Western Europe,2013,0.3
Belgium,Sharp Objects rate,Europe,Western Europe,2013,0.4
France,Sharp Objects rate,Europe,Western Europe,2013,0.4
Germany,Sharp Objects rate,Europe,Western Europe,2013,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2013,0
Netherlands,Sharp Objects rate,Europe,Western Europe,2013,0.3
Switzerland,Sharp Objects rate,Europe,Western Europe,2013,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,2013,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2013,0.5
France,Unknown Mechanism rate,Europe,Western Europe,2013,0.1
Germany,Unknown Mechanism rate,Europe,Western Europe,2013,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2013,0
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2013,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2013,0
Belarus,Firearms rate,Europe,Eastern Europe,2014,0.2
Bulgaria,Firearms rate,Europe,Eastern Europe,2014,0.3
Czechia,Firearms rate,Europe,Eastern Europe,2014,0.1
Hungary,Firearms rate,Europe,Eastern Europe,2014,0
Poland,Firearms rate,Europe,Eastern Europe,2014,0
Republic of Moldova,Firearms rate,Europe,Eastern Europe,2014,0.1
Romania,Firearms rate,Europe,Eastern Europe,2014,0
Slovakia,Firearms rate,Europe,Eastern Europe,2014,0.3
Bulgaria,Other Mechanism rate,Europe,Eastern Europe,2014,0.8
Czechia,Other Mechanism rate,Europe,Eastern Europe,2014,0.4
Hungary,Other Mechanism rate,Europe,Eastern Europe,2014,0.9
Poland,Other Mechanism rate,Europe,Eastern Europe,2014,0.3
Republic of Moldova,Other Mechanism rate,Europe,Eastern Europe,2014,2
Romania,Other Mechanism rate,Europe,Eastern Europe,2014,0.5
Slovakia,Other Mechanism rate,Europe,Eastern Europe,2014,0.5
Belarus,Sharp Objects rate,Europe,Eastern Europe,2014,2.8
Bulgaria,Sharp Objects rate,Europe,Eastern Europe,2014,0.5
Czechia,Sharp Objects rate,Europe,Eastern Europe,2014,0.2
Hungary,Sharp Objects rate,Europe,Eastern Europe,2014,0.6
Poland,Sharp Objects rate,Europe,Eastern Europe,2014,0.4
Republic of Moldova,Sharp Objects rate,Europe,Eastern Europe,2014,1
Romania,Sharp Objects rate,Europe,Eastern Europe,2014,0.5
Slovakia,Sharp Objects rate,Europe,Eastern Europe,2014,0.4
Bulgaria,Unknown Mechanism rate,Europe,Eastern Europe,2014,0
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2014,0.1
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2014,0
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2014,0
Republic of Moldova,Unknown Mechanism rate,Europe,Eastern Europe,2014,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2014,0.5
Slovakia,Unknown Mechanism rate,Europe,Eastern Europe,2014,0
Estonia,Firearms rate,Europe,Northern Europe,2014,0.1
Finland,Firearms rate,Europe,Northern Europe,2014,0.2
Iceland,Firearms rate,Europe,Northern Europe,2014,0
Ireland,Firearms rate,Europe,Northern Europe,2014,0.4
Latvia,Firearms rate,Europe,Northern Europe,2014,0.2
Lithuania,Firearms rate,Europe,Northern Europe,2014,0.4
Norway,Firearms rate,Europe,Northern Europe,2014,0.1
Sweden,Firearms rate,Europe,Northern Europe,2014,0.3
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2014,0
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2014,0.1
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2014,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2014,0
Estonia,Other Mechanism rate,Europe,Northern Europe,2014,1.1
Finland,Other Mechanism rate,Europe,Northern Europe,2014,0.7
Iceland,Other Mechanism rate,Europe,Northern Europe,2014,0.6
Ireland,Other Mechanism rate,Europe,Northern Europe,2014,0.5
Latvia,Other Mechanism rate,Europe,Northern Europe,2014,1.5
Lithuania,Other Mechanism rate,Europe,Northern Europe,2014,2.4
Norway,Other Mechanism rate,Europe,Northern Europe,2014,0.2
Sweden,Other Mechanism rate,Europe,Northern Europe,2014,0.2
United Kingdom (England and Wales),Other Mechanism rate,Europe,Northern Europe,2014,0.5
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2014,0.7
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2014,0.5
United Kingdom of Great Britain and Northern Ireland,Other Mechanism rate,Europe,Northern Europe,2014,0.5
Estonia,Sharp Objects rate,Europe,Northern Europe,2014,1.8
Finland,Sharp Objects rate,Europe,Northern Europe,2014,0.7
Iceland,Sharp Objects rate,Europe,Northern Europe,2014,0
Ireland,Sharp Objects rate,Europe,Northern Europe,2014,0.3
Latvia,Sharp Objects rate,Europe,Northern Europe,2014,0.9
Lithuania,Sharp Objects rate,Europe,Northern Europe,2014,2.2
Norway,Sharp Objects rate,Europe,Northern Europe,2014,0.2
Sweden,Sharp Objects rate,Europe,Northern Europe,2014,0.4
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2014,0.3
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2014,0.1
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2014,0.6
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2014,0.3
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2014,0.1
Finland,Unknown Mechanism rate,Europe,Northern Europe,2014,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2014,0
Ireland,Unknown Mechanism rate,Europe,Northern Europe,2014,0
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2014,0.6
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2014,0.4
Norway,Unknown Mechanism rate,Europe,Northern Europe,2014,0.1
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2014,0
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2014,0
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2014,0.1
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2014,0.1
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2014,0.1
Albania,Firearms rate,Europe,Southern Europe,2014,2.4
Andorra,Firearms rate,Europe,Southern Europe,2014,0
Bosnia and Herzegovina,Firearms rate,Europe,Southern Europe,2014,0.6
Croatia,Firearms rate,Europe,Southern Europe,2014,0.4
Greece,Firearms rate,Europe,Southern Europe,2014,0.3
Holy See,Firearms rate,Europe,Southern Europe,2014,0
Italy,Firearms rate,Europe,Southern Europe,2014,0.3
Malta,Firearms rate,Europe,Southern Europe,2014,0.7
Montenegro,Firearms rate,Europe,Southern Europe,2014,2.1
Portugal,Firearms rate,Europe,Southern Europe,2014,0.2
Republic of North Macedonia,Firearms rate,Europe,Southern Europe,2014,1.1
Serbia,Firearms rate,Europe,Southern Europe,2014,0.2
Slovenia,Firearms rate,Europe,Southern Europe,2014,0.2
Spain,Firearms rate,Europe,Southern Europe,2014,0.1
Albania,Other Mechanism rate,Europe,Southern Europe,2014,1
Andorra,Other Mechanism rate,Europe,Southern Europe,2014,0
Bosnia and Herzegovina,Other Mechanism rate,Europe,Southern Europe,2014,0.3
Croatia,Other Mechanism rate,Europe,Southern Europe,2014,0.3
Greece,Other Mechanism rate,Europe,Southern Europe,2014,0.4
Holy See,Other Mechanism rate,Europe,Southern Europe,2014,0
Italy,Other Mechanism rate,Europe,Southern Europe,2014,0.2
Malta,Other Mechanism rate,Europe,Southern Europe,2014,0.5
Montenegro,Other Mechanism rate,Europe,Southern Europe,2014,0.7
Portugal,Other Mechanism rate,Europe,Southern Europe,2014,0.3
Republic of North Macedonia,Other Mechanism rate,Europe,Southern Europe,2014,0.2
Serbia,Other Mechanism rate,Europe,Southern Europe,2014,0.3
Slovenia,Other Mechanism rate,Europe,Southern Europe,2014,0.1
Spain,Other Mechanism rate,Europe,Southern Europe,2014,0.3
Albania,Sharp Objects rate,Europe,Southern Europe,2014,0.6
Andorra,Sharp Objects rate,Europe,Southern Europe,2014,0
Bosnia and Herzegovina,Sharp Objects rate,Europe,Southern Europe,2014,0.4
Croatia,Sharp Objects rate,Europe,Southern Europe,2014,0.2
Greece,Sharp Objects rate,Europe,Southern Europe,2014,0.3
Holy See,Sharp Objects rate,Europe,Southern Europe,2014,0
Italy,Sharp Objects rate,Europe,Southern Europe,2014,0.2
Malta,Sharp Objects rate,Europe,Southern Europe,2014,0.2
Montenegro,Sharp Objects rate,Europe,Southern Europe,2014,0.4
Portugal,Sharp Objects rate,Europe,Southern Europe,2014,0.2
Republic of North Macedonia,Sharp Objects rate,Europe,Southern Europe,2014,0.2
Serbia,Sharp Objects rate,Europe,Southern Europe,2014,0.2
Slovenia,Sharp Objects rate,Europe,Southern Europe,2014,0.5
Spain,Sharp Objects rate,Europe,Southern Europe,2014,0.3
Albania,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Andorra,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Bosnia and Herzegovina,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Croatia,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Greece,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Holy See,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Italy,Unknown Mechanism rate,Europe,Southern Europe,2014,0.1
Malta,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Montenegro,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Portugal,Unknown Mechanism rate,Europe,Southern Europe,2014,0.2
Republic of North Macedonia,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Serbia,Unknown Mechanism rate,Europe,Southern Europe,2014,0.7
Slovenia,Unknown Mechanism rate,Europe,Southern Europe,2014,0.1
Spain,Unknown Mechanism rate,Europe,Southern Europe,2014,0
Austria,Firearms rate,Europe,Western Europe,2014,0.1
Belgium,Firearms rate,Europe,Western Europe,2014,0.5
Germany,Firearms rate,Europe,Western Europe,2014,0.1
Liechtenstein,Firearms rate,Europe,Western Europe,2014,2.7
Luxembourg,Firearms rate,Europe,Western Europe,2014,0.2
Netherlands,Firearms rate,Europe,Western Europe,2014,0.2
Switzerland,Firearms rate,Europe,Western Europe,2014,0.1
Austria,Other Mechanism rate,Europe,Western Europe,2014,0.2
Belgium,Other Mechanism rate,Europe,Western Europe,2014,0.5
Germany,Other Mechanism rate,Europe,Western Europe,2014,0.4
Liechtenstein,Other Mechanism rate,Europe,Western Europe,2014,0
Luxembourg,Other Mechanism rate,Europe,Western Europe,2014,0
Netherlands,Other Mechanism rate,Europe,Western Europe,2014,0.2
Switzerland,Other Mechanism rate,Europe,Western Europe,2014,0.2
Austria,Sharp Objects rate,Europe,Western Europe,2014,0.2
Belgium,Sharp Objects rate,Europe,Western Europe,2014,0.6
Germany,Sharp Objects rate,Europe,Western Europe,2014,0.3
Liechtenstein,Sharp Objects rate,Europe,Western Europe,2014,0
Luxembourg,Sharp Objects rate,Europe,Western Europe,2014,0.4
Netherlands,Sharp Objects rate,Europe,Western Europe,2014,0.2
Switzerland,Sharp Objects rate,Europe,Western Europe,2014,0.2
Austria,Unknown Mechanism rate,Europe,Western Europe,2014,0
Belgium,Unknown Mechanism rate,Europe,Western Europe,2014,0.4
Germany,Unknown Mechanism rate,Europe,Western Europe,2014,0.1
Liechtenstein,Unknown Mechanism rate,Europe,Western Europe,2014,0
Luxembourg,Unknown Mechanism rate,Europe,Western Europe,2014,0.2
Netherlands,Unknown Mechanism rate,Europe,Western Europe,2014,0
Switzerland,Unknown Mechanism rate,Europe,Western Europe,2014,0
Bulgaria,Firearms rate,Europe,Eastern Europe,2015,0.3
Czechia,Firearms rate,Europe,Eastern Europe,2015,0
Hungary,Firearms rate,Europe,Eastern Europe,2015,0.1
Poland,Firearms rate,Europe,Eastern Europe,2015,0
Romania,Firearms rate,Europe,Eastern Europe,2015,0
Czechia,Other Mechanism rate,Europe,Eastern Europe,2015,0.6
Hungary,Other Mechanism rate,Europe,Eastern Europe,2015,0.9
Poland,Other Mechanism rate,Europe,Eastern Europe,2015,0.3
Romania,Other Mechanism rate,Europe,Eastern Europe,2015,0.6
Czechia,Sharp Objects rate,Europe,Eastern Europe,2015,0.1
Hungary,Sharp Objects rate,Europe,Eastern Europe,2015,1.1
Poland,Sharp Objects rate,Europe,Eastern Europe,2015,0.4
Romania,Sharp Objects rate,Europe,Eastern Europe,2015,0.4
Czechia,Unknown Mechanism rate,Europe,Eastern Europe,2015,0.1
Hungary,Unknown Mechanism rate,Europe,Eastern Europe,2015,0.1
Poland,Unknown Mechanism rate,Europe,Eastern Europe,2015,0
Romania,Unknown Mechanism rate,Europe,Eastern Europe,2015,0.5
Estonia,Firearms rate,Europe,Northern Europe,2015,0
Finland,Firearms rate,Europe,Northern Europe,2015,0.2
Iceland,Firearms rate,Europe,Northern Europe,2015,0
Latvia,Firearms rate,Europe,Northern Europe,2015,0.3
Lithuania,Firearms rate,Europe,Northern Europe,2015,0.4
Sweden,Firearms rate,Europe,Northern Europe,2015,0.3
United Kingdom (England and Wales),Firearms rate,Europe,Northern Europe,2015,0
United Kingdom (Northern Ireland),Firearms rate,Europe,Northern Europe,2015,0.3
United Kingdom (Scotland),Firearms rate,Europe,Northern Europe,2015,0
United Kingdom of Great Britain and Northern Ireland,Firearms rate,Europe,Northern Europe,2015,0
Estonia,Other Mechanism rate,Europe,Northern Europe,2015,2
Finland,Other Mechanism rate,Europe,Northern Europe,2015,0.8
Iceland,Other Mechanism rate,Europe,Northern Europe,2015,0.3
Latvia,Other Mechanism rate,Europe,Northern Europe,2015,1.2
Lithuania,Other Mechanism rate,Europe,Northern Europe,2015,2.7
Sweden,Other Mechanism rate,Europe,Northern Europe,2015,0.2
United Kingdom (Northern Ireland),Other Mechanism rate,Europe,Northern Europe,2015,0.4
United Kingdom (Scotland),Other Mechanism rate,Europe,Northern Europe,2015,0.4
Estonia,Sharp Objects rate,Europe,Northern Europe,2015,1.1
Finland,Sharp Objects rate,Europe,Northern Europe,2015,0.4
Iceland,Sharp Objects rate,Europe,Northern Europe,2015,0.6
Latvia,Sharp Objects rate,Europe,Northern Europe,2015,1.3
Lithuania,Sharp Objects rate,Europe,Northern Europe,2015,1.9
Sweden,Sharp Objects rate,Europe,Northern Europe,2015,0.6
United Kingdom (England and Wales),Sharp Objects rate,Europe,Northern Europe,2015,0.4
United Kingdom (Northern Ireland),Sharp Objects rate,Europe,Northern Europe,2015,0.5
United Kingdom (Scotland),Sharp Objects rate,Europe,Northern Europe,2015,0.5
United Kingdom of Great Britain and Northern Ireland,Sharp Objects rate,Europe,Northern Europe,2015,0.4
Estonia,Unknown Mechanism rate,Europe,Northern Europe,2015,0.1
Finland,Unknown Mechanism rate,Europe,Northern Europe,2015,0
Iceland,Unknown Mechanism rate,Europe,Northern Europe,2015,0
Latvia,Unknown Mechanism rate,Europe,Northern Europe,2015,0.6
Lithuania,Unknown Mechanism rate,Europe,Northern Europe,2015,0.8
Sweden,Unknown Mechanism rate,Europe,Northern Europe,2015,0
United Kingdom (England and Wales),Unknown Mechanism rate,Europe,Northern Europe,2015,0.1
United Kingdom (Northern Ireland),Unknown Mechanism rate,Europe,Northern Europe,2015,0.1
United Kingdom (Scotland),Unknown Mechanism rate,Europe,Northern Europe,2015,0.1
United Kingdom of Great Britain and Northern Ireland,Unknown Mechanism rate,Europe,Northern Europe,2015,0.1
Albania,Firearms rate,Europe,Southern Europe,2015,1.6
Andorra,Firearms rate,Europe,Southern Europe,2015,0
Bosnia and Herzegovina,Firearms rate,Europe,Southern Europe,2015,0.9
Croatia,Firearms rate,Europe,Southern Europe,2015,0.2
Holy See,Firearms rate,Europe,Southern Europe,2015,0
Malta,Firearms rate,Europe,Southern Europe,2015,0.5
Montenegro,Firearms rate,Europe,Southern Europe,2015,1.6
Serbia,Firearms rate,Europe,Southern Europe,2015,0.2
Slovenia,Firearms rate,Europe,Southern Europe,2015,0.1
Spain,Firearms rate,Europe,Southern Europe,2015,0.1
Albania,Other Mechanism rate,Europe,Southern Europe,2015,0.3
Andorra,Other Mechanism rate,Europe,Southern Europe,2015,0
Bosnia and Herzegovina,Other Mechanism rate,Europe,Southern Europe,2015,0.4
Croatia,Other Mechanism rate,Europe,Southern Europe,2015,0.4
Holy See,Other Mechanism rate,Europe,Southern Europe,2015,0
Malta,Other Mechanism rate,Europe,Southern Europe,2015,0.2
Montenegro,Other Mechanism rate,Europe,Southern Europe,2015,0.5
Serbia,Other Mechanism rate,Europe,Southern Europe,2015,0.2
Slovenia,Other Mechanism rate,Europe,Southern Europe,2015,0.1
Spain,Other Mechanism rate,Europe,Southern Europe,2015,0.3
Albania,Sharp Objects rate,Europe,Southern Europe,2015,0.4
Andorra,Sharp Objects rate,Europe,Southern Europe,2015,0
Bosnia and Herzegovina,Sharp Objects rate,Europe,Southern Europe,2015,0.3
Croatia,Sharp Objects rate,Europe,Southern Europe,2015,0.3
Holy See,Sharp Objects rate,Europe,Southern Europe,2015,0
Malta,Sharp Objects rate,Europe,Southern Europe,2015,0.2
Montenegro,Sharp Objects rate,Europe,Southern Europe,2015,0.6
Serbia,Sharp Objects rate,Europe,Southern Europe,2015,0.1
